id,openai_classification
18423354,Central location; Luxury apartment; Rooftop terrace or balcony  
18439504,Central location; Cozy atmosphere; Unique architectural design  
18445684,Central location; Cozy atmosphere; Near cultural attractions
18454299,Cozy atmosphere; Central location; Near major landmarks  
18454715,Cozy atmosphere; Central location; Near major landmarks  
18480934,Cozy atmosphere; Budget-friendly; Central location  
18514527,Central location; Near major landmarks; Walkable neighborhood  
18516306,Panoramic city views; Central location; Historic neighborhood  
18517466,Spacious living areas; Family-friendly; Modern apartment  
18521845,Business traveler-friendly; Family-friendly; Central location  
18558065,Unique architectural design; Central location; Stylish and modern decor  
18566988,Quiet street; Central location; Near public transportation  
18594975,Artsy living room; Near public transportation; Nearby parks or green spaces
18620845,Luxury apartment; Safe neighborhood; Near cultural attractions  
18623164,Near public transportation; Close to restaurants and cafes; Good natural lighting  
18647976,Central location; Close to shopping areas; Near public transportation  
18681715,Central location; Quiet area; Near major landmarks  
18682656,Modern apartment; Panoramic city views; Quiet area  
18694923,Historic neighborhood; Central location; Quiet area  
18716976,Near public transportation; Close to major landmarks; Cozy atmosphere  
18754707,Central location; Near public transportation; Flexible check-in  
18755205,Modern apartment; Good natural lighting; Ideal for couples  
18771646,Central location; Family-friendly; Close to restaurants and cafes
18779988,Central location; Quiet area; Fully equipped kitchen  
18781504,Near public transportation; Close to restaurants and cafes; Near cultural attractions  
18782037,Central location; Historic neighborhood; Close to major landmarks  
18783406,Safe neighborhood; Quiet area; Ideal for couples  
18787343,Includes cleaning service; Flexible check-in; Ideal for couples  
18791227,Quiet area; Close to parks or green spaces; Near major landmarks  
18798762,Quiet courtyard access; Good natural lighting; Cozy atmosphere  
18801689,Cozy atmosphere; Compact and efficient studio; Good natural lighting  
18809410,Suitable for solo travelers; Fully equipped kitchen; Shared bathroom  
18860675,Luxury apartment; Business traveler-friendly; Close to shopping areas
18870528,Luxury apartment; Central location; Fully equipped kitchen  
18912630,Ideal for couples; Quiet area; Central location  
18922268,(No description provided; unable to classify)  
18925633,Quiet area; Near public transportation; Nearby parks or green spaces  
18954537,Spacious living areas; Central location; Modern apartment  
18954911,Central location; Includes high-speed WiFi; With private parking  
18955299,Historic neighborhood; Close to cultural attractions; Central location  
18967391,Central location; Includes cleaning service; Near public transportation  
18993042,Quiet area; Close to restaurants and cafes; Charming old-town vibe  
19004554,Cozy atmosphere; Near public transportation; Ideal for couples
19008696,Ideal for couples; Close to local markets; Quiet area  
19036415,Family-friendly; Stylish and modern decor; Near public transportation  
19043187,Cozy atmosphere; Panoramic city views; Ideal for couples  
19051267,Central location; Spacious living areas; Modern apartment  
19053567,Central location; Near public transportation; Fully equipped kitchen  
19071121,Close to public transportation; Charming old-town vibe; Stylish and modern decor  
19076538,Quiet area; Central location; Recently renovated  
19088907,Family-friendly; Near public transportation; Close to parks or green spaces  
19094176,Unique architectural design; Panoramic city views; Historic neighborhood  
19107543,
19152851,Cozy atmosphere; Good natural lighting; Family-friendly
19154148,Quiet area; Near public transportation; Family-friendly  
19160507,Central location; Near public transportation; Ideal for couples  
19166708,Central location; Fully equipped kitchen; Family-friendly  
19184246,Central location; Near public transportation; Quiet area  
19224890,Central location; Luxury apartment; Spacious living areas  
19263673,Quiet area; Near public transportation; Panoramic city views  
19270184,Central location; Historic neighborhood; Good natural lighting  
19270229,Central location; Fully equipped kitchen; Ideal for couples  
19270835,Central location; Cozy atmosphere; Near public transportation  
19292226,Central location; Near public transportation; Ideal for couples
19306608,Luxury apartment; Central location; Close to nightlife  
19310364,Central location; Near public transportation; Panoramic city views  
19323498,Budget-friendly; Cozy atmosphere; Fully equipped kitchen  
19328955,Cozy atmosphere; Near public transportation; Close to restaurants and cafes  
19340793,Central location; Close to restaurants and cafes; Suitable for solo travelers  
19371903,Quiet area; Fully equipped kitchen; Private entrance  
19387083,Central location; Stylish and modern decor; Near train or metro station  
19387472,Central location; Stylish and modern decor; Near train or metro station  
19387805,Central location; Stylish and modern decor; Near train or metro station  
19398719,Quiet area; Near public transportation; Close to local markets
19408549,Family-friendly; Quiet area; Central location  
19452169,Central location; Family-friendly; Cozy atmosphere  
19458840,Historic neighborhood; Close to restaurants and cafes; Good natural lighting  
19466580,Near public transportation; Flexible check-in; Includes cleaning service  
19480089,Central location; Ideal for couples; Fully equipped kitchen  
19485244,Unique architectural design; Near major landmarks; Artistic atmosphere  
19487095,Family-friendly; Convenient location; Compact and efficient studio  
19487553,Business traveler-friendly; Quiet area; Compact and efficient studio  
19530806,Near public transportation; Quiet area; With private parking  
19544501,Family-friendly; Central location; Spacious living areas
19557207,Central location; Quiet area; Fully equipped kitchen  
19613222,Family-friendly; Close to restaurants and cafes; Near public transportation  
19619470,Central location; Near major landmarks; Spacious living areas  
19621990,Historic neighborhood; Quiet area; Close to restaurants and cafes  
19660767,Central location; Family-friendly; Scenic walking routes nearby  
19667239,Central location; Ideal for couples; Close to cultural attractions  
19677012,Near public transportation; Cozy atmosphere; Family-friendly  
19685995,Panoramic city views; Stylish and modern decor; Good natural lighting  
19688477,Close to restaurants and cafes; Near public transportation; Suitable for solo travelers  
19697861,Modern apartment; Near public transportation; LGBT friendly place
19714485,Central location; Near major landmarks; Historic neighborhood  
19723704,Modern apartment; Near cultural attractions; Family-friendly  
19743085,Central location; Near major landmarks; Historic neighborhood  
19748903,Business traveler-friendly; Quiet area; Flexible check-in  
19765407,Central location; Family-friendly; Spacious living areas  
19828231,Central location; Near public transportation; Cozy atmosphere  
19833069,Central location; Near public transportation; Quiet area  
19833540,Family-friendly; Central location; Fully equipped kitchen  
19834013,Family-friendly; Central location; Fully equipped kitchen  
